Age,Gender,Experience,Income,Family,CCAvg,Education,Mortgage,Home Ownership,Personal Loan,Securities Account,CD Account,Online,CreditCard
41,3,16,25.0,2,0.1,2,91,1,0,1,0,0.0,0
31,3,5,34.0,1,1.9,3,156,1,0,0,0,1.0,0
28,3,3,74.0,3,2.6,3,0,1,0,0,0,0.0,0
57,3,31,120.0,2,2.0,1,0,1,0,0,0,0.0,1
61,3,37,50.0,4,1.3,2,0,1,0,0,0,0.0,1
60,3,36,10.0,2,1.0,1,0,1,0,0,0,1.0,1
56,3,29,45.0,4,2.5,2,113,1,0,0,0,1.0,0
49,3,23,29.0,4,1.8,1,0,1,0,0,0,1.0,1
63,3,37,145.0,2,6.9,1,0,1,0,0,0,1.0,0
49,3,23,100.0,2,6.3,1,0,1,0,0,0,0.0,0
49,3,25,24.0,3,0.4,1,0,1,0,0,0,1.0,0
32,3,8,60.0,1,1.2,1,0,1,0,0,0,1.0,1
26,3,1,50.0,4,0.6,2,0,1,0,0,0,0.0,0
27,3,1,43.0,3,1.1,2,0,1,0,0,0,0.0,0
57,3,31,79.0,3,4.4,1,0,1,0,0,0,0.0,1
29,5,5,44.0,3,0.1,2,0,1,0,0,0,1.0,1
56,5,30,31.0,4,1.5,3,0,1,0,0,0,1.0,0
59,5,35,14.0,2,1.0,1,107,1,0,0,0,1.0,0
53,5,28,19.0,4,0.8,1,106,1,0,0,0,0.0,1
54,2,29,111.0,1,1.1,2,0,1,1,0,0,1.0,0
56,2,30,90.0,1,1.9,2,0,1,0,0,0,1.0,0
50,2,25,21.0,2,0.7,3,129,1,0,0,0,0.0,0
51,3,25,104.0,1,4.2,2,0,1,1,0,0,1.0,0
53,5,27,75.0,1,1.9,2,0,1,0,0,0,1.0,0
37,5,12,175.0,2,7.8,1,297,1,0,0,0,1.0,1
32,3,7,98.0,1,4.2,1,171,1,1,1,1,0.0,0
49,5,23,41.0,4,0.1,1,153,1,0,0,0,1.0,0
797,3,8,171.0,2,2.2,2,569,1,1,0,0,1.0,0
54,5,30,79.0,4,1.6,2,0,1,0,0,0,1.0,0
64,5,39,24.0,4,0.6,2,0,1,0,0,0,0.0,0
58,3,34,90.0,1,3.6,2,0,1,1,0,0,0.0,0
25,3,-1,39.0,3,2.4,2,0,1,0,0,0,1.0,0
50,3,25,9.0,2,0.0,1,0,1,0,1,0,0.0,0
38,3,13,15.0,2,0.1,2,90,1,0,0,0,1.0,0
48,3,24,80.0,1,2.7,1,0,1,0,0,0,1.0,0
41,3,15,63.0,1,0.7,3,79,1,0,0,0,0.0,1
32,3,8,20.0,1,0.5,3,102,1,0,0,0,1.0,0
46,3,22,43.0,2,2.1,3,0,1,0,1,1,1.0,1
39,3,15,65.0,1,1.5,3,0,1,0,0,0,0.0,0
39,3,15,91.0,2,1.7,2,151,1,0,0,0,0.0,0
63,3,39,53.0,1,0.8,1,0,1,0,0,0,0.0,0
58,3,32,110.0,3,1.7,2,0,1,0,0,0,0.0,0
28,3,4,82.0,3,1.5,1,103,1,0,0,0,1.0,0
36,3,11,23.0,4,0.2,3,0,1,0,0,0,1.0,0
43,3,19,172.0,2,6.66666666666667,1,0,1,0,0,0,1.0,0
36,3,12,88.0,2,2.7,1,0,1,0,0,0,1.0,0
44,3,18,71.0,2,0.8,3,0,3,0,0,0,1.0,0
31,3,5,180.0,1,2.9,3,144,1,1,1,0,0.0,0
45,3,21,39.0,2,2.1,3,184,1,0,0,0,0.0,1
39,3,13,94.0,1,1.5,3,0,1,0,0,0,0.0,1
43,3,16,25.0,3,1.0,2,0,1,0,0,0,1.0,0
40,3,15,10.0,2,0.0,3,102,1,0,0,0,1.0,0
30,3,5,42.0,1,1.0,1,184,1,0,0,0,0.0,0
58,3,33,142.0,2,3.9,1,0,1,0,0,0,0.0,1
46,3,21,34.0,2,1.3,1,0,1,0,0,0,1.0,0
35,3,10,139.0,1,4.6,1,0,1,0,0,0,0.0,0
30,3,4,154.0,2,4.5,1,207,1,0,0,0,1.0,0
34,3,8,40.0,2,2.0,3,89,1,0,0,0,0.0,0
62,3,32,33.0,1,1.5,3,140,1,0,0,0,1.0,1
58,3,34,80.0,2,1.6,1,0,1,0,0,0,1.0,1
45,3,18,10.0,3,0.666666666666667,2,100,1,0,0,0,1.0,0
42,3,16,41.0,3,0.5,3,0,1,0,0,0,1.0,0
60,3,36,30.0,4,1.3,1,118,1,0,0,0,1.0,1
55,3,29,78.0,1,0.8,3,190,1,0,0,0,1.0,0
45,3,21,164.0,1,5.0,1,0,1,0,0,0,0.0,1
52,3,27,23.0,1,0.4,3,0,1,0,0,0,0.0,0
31,3,7,149.0,1,6.0,1,0,1,0,0,0,0.0,0
60,3,34,25.0,4,0.7,3,0,1,0,0,0,1.0,0
33,3,9,42.0,1,2.1,3,0,1,0,0,0,1.0,0
37,3,11,71.0,1,2.5,1,185,1,0,0,0,1.0,1
59,3,34,114.0,3,4.2,2,0,1,1,0,0,1.0,0
51,5,26,70.0,1,2.8,2,0,1,0,0,0,1.0,1
47,3,23,149.0,4,6.1,1,0,1,1,0,0,0.0,1
60,5,33,55.0,4,2.5,2,0,1,0,0,0,1.0,0
61,5,36,29.0,1,1.3,1,0,1,0,0,0,0.0,0
64,5,40,123.0,1,3.8,1,0,1,0,0,0,1.0,1
31,5,7,8.0,4,0.7,2,0,1,0,0,0,0.0,0
57,5,32,69.0,4,0.7,1,245,1,0,0,0,0.0,0
48,3,23,79.0,1,0.2,2,0,1,0,0,0,0.0,0
35,3,10,105.0,1,4.6,1,0,1,0,0,0,0.0,0
33,3,8,39.0,3,2.3,1,0,1,0,0,0,0.0,0
47,3,23,163.0,1,5.0,1,0,1,0,0,0,0.0,0
46,3,20,9.0,1,0.2,1,0,1,0,0,0,1.0,0
44,3,20,71.0,4,2.0,3,0,1,0,0,0,0.0,1
42,3,18,51.0,3,2.1,3,0,1,0,0,0,0.0,0
50,3,24,32.0,1,1.4,3,167,1,0,0,0,0.0,0
53,2,27,60.0,1,0.2,1,0,1,0,0,0,1.0,0
37,2,10,35.0,4,1.0,2,0,1,0,0,0,0.0,0
64,2,40,41.0,4,1.2,2,0,1,0,0,0,1.0,0
46,2,22,73.0,2,1.7,1,216,1,0,0,0,1.0,0
57,2,33,49.0,4,1.5,1,214,1,0,1,1,1.0,1
61,2,35,79.0,2,2.0,1,194,1,0,0,0,1.0,1
42,2,18,120.0,2,7.5,1,0,1,0,1,0,0.0,0
40,2,16,60.0,2,3.2,1,0,1,0,0,0,0.0,0
33,2,8,78.0,3,0.6,2,0,1,0,0,0,1.0,0
50,2,26,40.0,4,1.1,2,131,1,0,0,0,0.0,0
52,3,26,110.0,2,5.4,3,204,1,1,1,1,1.0,0
35,3,11,160.0,4,5.7,3,0,1,1,1,0,0.0,0
57,2,32,68.0,4,0.7,1,191,1,0,0,0,1.0,1
56,2,31,49.0,2,1.6,3,103,1,0,0,0,1.0,0
44,2,20,65.0,2,2.5,1,0,1,0,0,0,1.0,0
23,2,-3,55.0,3,2.4,2,145,1,0,0,0,1.0,0
33,2,8,62.0,3,2.3,1,98,1,0,0,0,0.0,1
48,2,22,152.0,1,0.0,1,0,1,0,0,0,0.0,0
45,2,18,42.0,3,2.5,2,0,1,0,0,0,0.0,0
54,2,28,39.0,4,0.7,2,0,1,0,0,0,1.0,0
42,2,17,111.0,3,3.0,1,0,1,1,1,1,0.0,1
47,2,21,82.0,3,2.1,1,0,1,0,0,0,0.0,0
61,2,36,108.0,4,3.4,2,0,1,0,0,0,1.0,0
53,2,27,59.0,2,0.8,3,0,1,0,0,0,1.0,0
56,2,30,61.0,3,2.5,1,193,1,0,0,0,1.0,0
33,2,6,78.0,4,2.0,2,0,1,0,1,0,1.0,0
44,2,18,18.0,2,0.1,3,0,1,0,0,0,1.0,0
63,2,37,113.0,4,1.7,3,0,1,0,0,0,1.0,1
47,2,20,62.0,1,2.66666666666667,2,0,1,0,0,0,1.0,0
50,2,24,81.0,1,4.9,1,248,1,0,0,0,1.0,0
49,2,25,13.0,3,0.4,1,106,1,0,0,0,1.0,0
34,2,9,75.0,1,2.8,1,194,1,0,0,0,0.0,0
40,2,14,33.0,2,0.8,3,89,1,0,0,0,1.0,0
38,2,13,179.0,1,4.1,1,0,1,0,0,0,1.0,0
51,2,26,69.0,3,2.0,2,0,1,0,0,0,1.0,0
28,2,4,45.0,1,1.0,3,0,1,0,0,0,1.0,0
52,2,26,59.0,3,3.0,2,0,1,0,0,0,1.0,0
39,2,13,81.0,2,2.8,1,0,1,0,0,0,1.0,0
29,2,5,133.0,1,5.4,1,212,1,0,0,0,1.0,0
54,2,29,81.0,2,0.0,3,0,1,0,0,0,1.0,0
63,2,38,14.0,4,0.4,2,86,1,0,0,0,1.0,1
40,2,14,28.0,2,0.8,3,0,1,0,0,0,0.0,0
36,2,12,93.0,2,2.2,1,0,1,0,0,0,1.0,0
45,2,20,191.0,3,2.6,3,123,1,1,0,0,0.0,0
61,2,37,155.0,1,2.9,1,0,1,0,0,0,1.0,0
26,2,0,155.0,2,7.2,1,0,1,0,0,0,0.0,0
33,2,8,68.0,4,1.3,1,0,1,0,0,0,1.0,0
64,2,40,52.0,2,1.1,1,226,1,0,0,0,0.0,0
43,2,17,51.0,1,0.7,3,0,1,0,0,0,0.0,0
24,2,0,44.0,4,1.6,1,180,1,0,0,0,1.0,0
30,2,5,121.0,2,3.1,1,408,1,0,0,0,1.0,0
60,2,36,49.0,4,2.2,1,204,1,0,1,0,1.0,0
50,2,26,42.0,2,1.0,3,78,1,0,1,0,1.0,0
40,2,15,144.0,1,4.1,1,0,1,0,0,0,0.0,0
31,2,6,72.0,1,2.6,2,0,1,0,0,0,1.0,0
30,2,4,44.0,1,1.5,1,109,1,0,0,0,0.0,0
60,2,35,43.0,3,0.9,3,175,1,0,0,0,0.0,0
39,2,14,74.0,1,0.1,2,144,1,0,1,0,1.0,0
66,2,41,145.0,1,2.5,1,0,1,0,0,0,1.0,0
65,2,41,158.0,2,2.1,1,0,1,0,0,0,0.0,0
54,2,28,78.0,4,4.9,1,0,1,0,0,0,0.0,0
35,2,9,105.0,2,4.5,3,0,1,0,0,0,0.0,0
32,2,7,100.0,3,0.6,2,0,1,0,0,0,1.0,0
63,2,39,58.0,1,0.0,2,0,1,0,0,0,1.0,0
60,2,35,113.0,1,0.9,1,406,1,0,0,0,1.0,0
43,2,18,10.0,2,0.1,2,0,1,0,1,0,0.0,1
59,2,33,142.0,2,2.7,1,0,1,0,0,0,0.0,0
62,2,37,128.0,1,2.5,1,0,1,0,0,0,0.0,0
54,3,30,88.0,4,1.0,2,122,1,0,0,0,1.0,0
30,3,6,101.0,2,0.6,1,0,1,0,0,0,1.0,0
31,3,1,70.0,2,1.75,3,0,1,0,0,1,1.0,1
44,3,20,122.0,1,0.3,1,0,1,0,1,0,1.0,0
32,3,8,70.0,3,1.5,1,0,1,0,0,0,1.0,0
63,3,38,8.0,2,4.3,3,0,1,1,0,0,1.0,0
57,3,32,43.0,2,2.1,3,166,3,0,0,0,1.0,0
60,3,30,31.0,1,1.5,3,0,3,0,0,0,1.0,0
37,3,11,35.0,2,0.8,3,0,3,0,0,0,0.0,0
53,3,27,81.0,4,2.6,3,0,3,0,0,0,1.0,0
51,3,25,19.0,1,1.4,3,98,3,0,0,0,0.0,0
30,3,5,98.0,4,1.8,3,129,3,0,1,1,1.0,1
28,3,2,101.0,4,2.1,3,0,3,0,0,0,1.0,0
50,3,24,81.0,2,0.4,3,0,3,0,0,0,0.0,0
52,3,27,135.0,1,0.6,1,452,3,0,0,0,1.0,0
56,3,30,34.0,2,0.7,2,0,3,0,0,0,1.0,0
40,3,16,104.0,1,3.4,1,249,3,0,0,0,0.0,0
64,3,38,29.0,3,0.7,2,0,3,0,0,0,1.0,0
46,2,20,82.0,2,1.7,2,0,0,0,0,0,1.0,1
55,2,29,62.0,1,0.2,1,0,0,0,0,0,1.0,0
45,2,19,85.0,3,2.1,1,0,0,0,0,0,1.0,1
40,2,15,8.0,2,0.1,2,0,0,0,0,0,0.0,0
63,2,37,78.0,4,1.7,3,0,0,0,0,0,1.0,0
57,2,32,44.0,3,0.5,2,0,0,0,0,0,1.0,0
38,2,14,122.0,2,8.0,1,0,0,0,0,0,1.0,1
37,2,11,22.0,3,0.1,2,114,0,0,0,0,0.0,0
31,2,5,39.0,4,2.2,2,0,0,0,0,0,1.0,1
50,2,26,55.0,1,1.6,2,0,0,0,0,0,1.0,0
42,2,18,144.0,2,6.1,1,158,0,0,0,0,0.0,0
51,2,27,71.0,1,2.6,2,0,0,0,0,0,0.0,1
38,2,13,191.0,2,3.0,1,0,0,0,0,0,1.0,0
53,2,26,22.0,1,0.5,2,100,0,0,0,0,1.0,0
43,2,17,158.0,1,2.4,1,0,0,0,0,0,1.0,0
35,2,9,131.0,3,0.3,3,0,0,1,0,1,1.0,1
49,2,24,75.0,1,2.8,2,160,0,0,0,0,0.0,1
28,2,4,69.0,3,0.7,2,170,0,0,0,0,0.0,0
51,2,27,39.0,2,0.8,1,0,0,0,0,0,0.0,0
39,2,14,34.0,4,1.7,1,0,0,0,0,0,1.0,1
31,2,7,32.0,1,1.7,1,0,0,0,0,0,1.0,0
44,2,18,129.0,1,5.7,1,0,0,0,0,0,1.0,0
46,2,20,158.0,3,5.4,1,432,0,1,0,0,0.0,1
42,2,18,54.0,1,1.8,1,0,0,0,0,0,1.0,0
41,2,17,34.0,1,2.0,2,0,0,0,0,0,0.0,0
23,2,-2,45.0,4,0.6,2,0,0,0,0,0,1.0,1
59,2,33,68.0,2,2.3,3,0,0,0,1,0,0.0,0
47,2,21,53.0,1,1.5,2,0,0,0,0,0,1.0,0
48,2,23,32.0,1,0.1,1,0,0,0,0,0,0.0,1
58,2,33,173.0,2,7.2,3,0,0,1,0,0,1.0,0
58,2,34,31.0,4,0.4,1,0,0,0,0,0,0.0,0
54,2,29,72.0,2,3.7,1,144,0,0,0,0,1.0,0
49,2,24,30.0,4,0.4,2,157,0,0,0,1,1.0,1
63,2,38,138.0,1,2.5,1,0,0,0,0,0,1.0,0
62,2,37,18.0,1,1.5,2,127,0,0,0,0,0.0,0
45,2,19,69.0,1,2.8,1,220,0,0,0,0,1.0,1
39,2,13,58.0,3,2.1,1,247,0,0,0,0,1.0,0
58,2,34,63.0,4,1.5,1,0,0,0,0,0,1.0,0
56,2,30,43.0,2,0.3,1,0,0,0,1,0,0.0,0
29,2,5,28.0,1,0.2,3,0,0,0,0,0,1.0,0
33,2,9,38.0,1,2.1,3,133,0,0,0,0,0.0,0
55,2,29,72.0,3,0.3,2,147,0,0,0,0,0.0,0
56,2,31,64.0,4,0.9,1,0,0,0,0,0,1.0,0
36,2,12,70.0,3,2.6,2,165,0,0,0,0,1.0,0
53,2,29,12.0,1,0.3,1,0,0,0,0,0,0.0,0
57,2,31,159.0,2,0.5,1,0,0,0,0,0,0.0,0
35,2,9,103.0,2,4.5,3,0,0,0,0,0,1.0,0
43,2,18,42.0,1,0.3,3,0,0,0,0,0,1.0,0
54,2,29,48.0,2,2.1,3,142,0,0,0,0,1.0,0
29,2,3,49.0,1,1.5,1,0,0,0,0,0,0.0,0
39,2,14,89.0,2,0.4,1,0,0,0,0,0,1.0,0
32,2,8,22.0,4,0.7,2,0,0,0,0,0,1.0,1
51,2,27,10.0,2,0.2,1,86,0,0,0,0,0.0,0
50,2,25,38.0,1,1.3,2,120,0,0,0,0,0.0,1
54,2,29,49.0,2,2.1,3,95,0,0,0,0,1.0,1
38,2,12,30.0,2,1.4,3,0,0,0,0,0,0.0,1
32,2,7,82.0,1,2.6,2,240,0,0,0,1,1.0,1
62,2,37,82.0,1,0.8,3,312,0,0,0,0,1.0,0
57,2,33,24.0,1,0.1,2,0,0,0,0,0,0.0,0
47,2,23,32.0,4,0.6,1,156,0,0,0,0,1.0,1
51,2,25,34.0,3,0.9,3,111,0,0,0,0,1.0,0
54,2,27,195.0,2,4.75,2,477,0,1,0,0,0.0,0
26,2,1,61.0,4,2.2,1,119,0,0,0,0,0.0,0
37,2,11,22.0,3,0.1,2,0,0,0,0,0,1.0,1
27,2,0,40.0,4,1.0,3,0,0,0,0,0,1.0,0
63,2,38,50.0,2,2.8,1,205,0,0,0,0,0.0,0
62,2,36,35.0,2,0.7,3,0,0,0,1,0,0.0,1
59,2,33,64.0,3,0.3,2,0,0,0,0,0,0.0,0
32,2,7,49.0,3,2.3,1,0,0,0,0,0,1.0,0
35,2,8,44.0,4,1.0,2,192,0,0,0,0,0.0,1
56,2,31,65.0,2,3.7,1,0,0,0,0,0,1.0,0
55,2,31,13.0,4,0.7,1,0,0,0,0,0,1.0,0
31,2,5,84.0,1,2.9,3,105,0,0,0,0,0.0,1
54,2,29,28.0,4,0.2,2,101,0,0,0,0,1.0,0
58,2,32,108.0,3,4.4,1,0,0,0,0,0,1.0,0
48,2,24,59.0,1,0.0,1,144,0,0,0,0,1.0,0
48,2,22,163.0,1,2.4,1,396,0,0,0,0,1.0,0
33,3,9,183.0,2,8.8,3,582,0,1,0,0,1.0,0
36,3,6,69.0,4,4.0,3,0,0,0,0,0,1.0,0
41,3,16,115.0,1,7.0,1,0,0,0,0,0,0.0,0
55,3,31,130.0,4,6.5,1,0,0,1,0,0,0.0,1
63,3,37,185.0,2,7.9,2,358,0,1,0,0,1.0,0
53,3,29,118.0,2,0.3,1,0,0,0,0,0,1.0,0
38,3,13,163.0,1,4.1,1,0,0,0,0,0,0.0,0
46,3,20,140.0,2,6.3,1,380,0,0,0,0,1.0,1
59,3,33,91.0,2,0.7,2,0,0,0,0,0,1.0,1
56,3,31,61.0,4,1.3,3,0,0,0,0,0,1.0,1
59,3,35,168.0,4,4.1,2,0,0,1,0,0,1.0,0
39,3,13,69.0,3,0.9,2,0,0,0,0,0,0.0,0
47,3,21,22.0,1,0.2,1,104,0,0,0,0,0.0,0
47,3,22,53.0,1,0.3,1,213,0,0,0,0,0.0,0
53,3,26,25.0,2,1.0,2,0,0,0,0,1,1.0,1
36,3,9,115.0,4,2.2,2,0,0,1,0,0,0.0,0
34,3,9,31.0,4,1.1,3,85,0,0,1,1,1.0,1
36,3,10,83.0,1,2.8,3,0,0,0,0,0,0.0,1
60,3,34,152.0,2,6.9,1,0,0,0,0,0,0.0,0
45,3,20,30.0,1,0.1,1,0,0,0,0,0,1.0,0
27,3,3,34.0,1,0.2,3,0,0,0,0,0,1.0,1
47,3,22,44.0,1,1.4,3,0,0,0,0,0,1.0,1
44,3,20,182.0,2,7.6,1,0,0,0,0,0,0.0,0
54,3,30,44.0,3,1.5,1,117,0,0,0,0,1.0,0
57,3,33,122.0,2,6.0,1,153,0,0,1,1,1.0,1
52,3,26,35.0,4,1.8,1,0,0,0,0,0,1.0,0
51,3,25,91.0,1,0.8,3,0,0,0,0,0,0.0,0
57,3,32,30.0,2,2.0,2,0,0,0,0,0,0.0,0
65,3,39,53.0,1,2.5,3,0,0,0,0,0,1.0,0
58,3,33,28.0,1,0.3,3,0,0,0,0,0,1.0,0
64,3,39,85.0,4,3.4,2,200,0,0,0,0,1.0,0
52,3,26,28.0,2,0.7,2,90,0,0,0,0,1.0,1
58,3,34,41.0,4,0.4,1,177,0,0,0,0,1.0,0
52,3,22,154.0,1,5.0,3,0,0,1,1,1,1.0,0
43,3,18,41.0,1,0.3,3,0,0,0,0,0,1.0,0
56,3,32,33.0,3,1.5,1,0,0,0,0,0,0.0,0
53,3,27,59.0,2,0.8,3,0,0,0,0,0,1.0,0
27,3,2,129.0,2,3.3,1,0,0,0,1,0,0.0,0
53,3,27,35.0,3,0.9,3,136,0,0,0,0,1.0,0
58,3,34,45.0,4,1.3,2,201,0,0,0,0,0.0,0
36,3,12,62.0,4,0.1,2,145,0,0,0,0,0.0,0
48,2,22,14.0,2,0.1,3,0,0,0,0,0,1.0,0
54,2,28,53.0,1,2.2,3,0,0,0,0,0,1.0,1
26,2,1,48.0,3,2.6,3,169,0,0,0,0,0.0,0
50,2,26,128.0,2,0.4,1,0,0,0,0,0,1.0,0
31,2,7,105.0,1,4.0,1,331,0,0,0,0,1.0,0
35,2,9,40.0,3,0.9,1,0,0,0,0,0,1.0,1
63,2,37,10.0,2,0.4,1,0,0,0,0,0,1.0,0
29,2,4,102.0,2,3.3,1,303,0,0,0,0,0.0,0
57,2,32,31.0,3,0.1,2,0,0,0,0,0,1.0,0
30,2,5,30.0,4,0.8,1,158,0,0,0,0,1.0,0
33,2,7,21.0,1,0.6,3,0,0,0,1,0,0.0,0
62,2,36,44.0,2,0.3,1,0,0,0,0,0,0.0,0
35,2,10,48.0,1,2.5,3,164,0,0,0,0,1.0,0
37,2,11,21.0,3,0.2,2,0,0,0,0,0,1.0,0
37,2,11,84.0,4,2.2,2,0,0,0,0,0,1.0,1
35,2,10,64.0,3,0.7,2,230,0,0,0,0,1.0,0
35,2,9,82.0,1,2.5,1,138,0,0,0,0,0.0,0
59,2,35,39.0,4,1.3,1,0,0,0,0,0,1.0,0
53,2,27,45.0,2,0.8,3,0,0,0,0,0,1.0,1
45,2,21,133.0,4,5.7,3,0,0,1,0,1,1.0,1
46,2,22,152.0,2,1.4,1,0,0,0,0,0,1.0,0
40,2,16,12.0,1,1.0,1,91,0,0,1,0,0.0,0
42,2,16,32.0,3,1.5,1,149,0,0,0,0,1.0,0
25,2,1,74.0,4,2.6,1,204,0,0,0,0,0.0,0
39,2,14,54.0,2,1.1,2,159,0,0,0,0,0.0,1
30,2,6,181.0,3,4.1,2,0,0,1,0,1,1.0,1
58,2,33,75.0,2,0.0,3,0,0,0,0,0,1.0,0
41,2,15,95.0,3,0.1,1,240,0,0,1,0,0.0,0
37,2,11,190.0,4,7.3,2,565,0,1,0,1,1.0,0
36,2,11,90.0,1,2.8,1,0,0,0,0,0,1.0,0
27,2,3,20.0,4,1.0,1,134,0,0,0,0,1.0,1
60,2,34,64.0,3,2.2,3,0,0,0,0,0,0.0,0
62,2,36,85.0,2,1.7,3,98,0,0,0,0,0.0,0
67,2,43,105.0,4,1.7,2,0,0,0,0,0,1.0,0
44,2,18,21.0,1,0.2,1,0,0,0,0,0,1.0,0
24,2,-1,78.0,2,1.8,2,0,0,0,0,0,0.0,0
45,2,21,158.0,2,6.66666666666667,1,132,0,0,0,0,1.0,1
58,2,34,125.0,1,4.3,1,219,0,0,0,0,0.0,0
61,2,36,81.0,3,1.8,2,0,0,0,0,0,1.0,0
54,2,29,183.0,1,8.1,1,0,0,0,0,0,1.0,1
28,2,3,54.0,4,0.6,2,0,0,0,0,0,1.0,0
49,2,24,79.0,4,3.6,3,212,0,0,0,0,1.0,0
35,2,11,38.0,1,1.5,2,136,0,0,0,0,1.0,0
36,2,10,172.0,4,1.0,2,295,0,1,0,0,1.0,0
34,2,8,184.0,3,7.5,1,0,0,1,0,0,0.0,0
36,5,11,158.0,2,7.8,1,114,0,0,0,0,1.0,1
35,2,11,188.0,1,0.9,3,282,0,1,0,0,1.0,0
27,5,2,20.0,4,0.5,3,0,0,0,0,0,1.0,0
42,5,18,60.0,4,0.2,3,151,0,0,0,0,0.0,1
65,5,39,113.0,4,2.4,3,0,0,0,0,0,1.0,0
29,5,5,70.0,4,0.0,1,0,0,0,0,0,1.0,1
65,5,41,84.0,2,0.0,3,0,0,0,0,0,1.0,1
59,5,33,23.0,2,0.2,3,0,0,0,0,0,1.0,0
46,5,22,141.0,2,3.3,1,0,0,0,1,1,1.0,1
59,5,33,110.0,3,4.4,1,264,0,0,0,0,1.0,0
52,5,26,31.0,4,1.8,1,0,0,0,0,0,1.0,1
60,5,35,22.0,1,1.3,1,80,0,0,0,0,0.0,0
43,5,17,91.0,1,5.2,1,0,0,0,1,0,0.0,0
65,5,39,82.0,4,2.4,3,252,0,0,0,0,1.0,0
50,5,26,23.0,1,0.3,1,0,0,0,0,0,0.0,0
48,5,23,35.0,1,0.1,1,0,0,0,1,0,1.0,0
49,3,25,114.0,1,2.5,3,0,0,1,0,0,1.0,0
58,1,33,18.0,3,0.1,2,0,0,0,0,0,1.0,1
24,1,-2,80.0,2,1.6,3,238,0,0,0,0,0.0,0
58,1,32,74.0,2,2.3,3,0,0,0,0,0,0.0,1
45,3,19,122.0,4,4.1,2,0,0,1,0,0,1.0,0
42,3,15,73.0,3,2.33333333333333,2,0,0,0,0,0,0.0,0
64,3,40,40.0,2,1.1,1,0,0,0,0,0,1.0,0
49,3,25,55.0,4,0.1,3,0,0,0,0,0,1.0,0
55,3,31,69.0,1,2.7,2,0,0,0,1,0,0.0,1
40,3,14,92.0,4,1.4,2,0,0,0,0,0,1.0,0
28,3,2,48.0,4,2.1,3,0,0,0,0,0,1.0,1
57,3,31,113.0,4,0.6,3,327,0,1,0,0,1.0,0
50,3,25,58.0,1,1.3,2,0,0,0,0,0,1.0,0
40,3,16,109.0,2,2.2,1,0,0,0,0,0,1.0,0
55,3,28,39.0,3,1.0,2,0,0,0,0,0,1.0,1
53,3,29,33.0,3,1.9,2,144,0,0,0,0,0.0,0
48,3,24,18.0,4,0.2,1,0,0,0,0,0,1.0,1
59,3,33,63.0,1,1.6,1,0,0,0,0,0,1.0,1
58,3,32,43.0,1,2.8,2,0,0,0,0,0,1.0,0
38,3,14,70.0,4,2.0,3,0,0,0,0,0,1.0,0
49,3,25,19.0,1,0.9,3,0,0,0,0,0,0.0,0
60,3,36,39.0,4,1.3,2,140,0,0,0,0,1.0,0
54,3,28,81.0,3,0.8,1,0,0,0,0,0,0.0,0
28,3,2,34.0,4,1.3,3,0,0,0,0,0,0.0,0
27,3,1,140.0,1,5.9,2,175,0,1,1,1,1.0,0
42,3,18,114.0,1,0.3,1,0,0,0,0,0,0.0,0
52,3,28,55.0,2,3.2,3,151,0,0,0,0,0.0,0
54,3,30,21.0,1,0.1,2,76,0,0,0,0,1.0,0
56,3,30,50.0,4,2.8,2,0,0,0,1,0,1.0,0
58,3,34,41.0,3,1.5,1,0,0,0,0,0,1.0,1
56,3,32,190.0,3,2.2,1,0,0,1,0,1,1.0,0
64,3,40,8.0,2,0.3,3,0,0,0,0,0,1.0,0
35,3,8,55.0,2,1.66666666666667,2,0,0,0,0,0,1.0,0
45,3,20,40.0,2,1.3,1,0,0,0,0,0,0.0,1
57,3,32,22.0,3,0.1,2,0,0,0,0,0,1.0,0
35,3,8,44.0,2,1.66666666666667,2,0,0,0,1,0,0.0,1
46,3,22,102.0,3,4.5,3,0,0,1,0,0,1.0,0
30,5,4,54.0,4,1.8,3,235,0,0,0,0,1.0,0
44,3,20,130.0,4,3.2,2,0,0,1,0,0,0.0,0
39,2,12,75.0,3,2.33333333333333,2,0,0,0,0,0,1.0,1
42,2,18,42.0,2,1.7,1,0,0,0,0,0,1.0,0
34,2,9,133.0,1,3.8,1,0,0,0,0,0,1.0,0
46,2,20,40.0,1,1.2,2,0,0,0,0,0,1.0,0
55,2,31,34.0,3,1.5,1,101,0,0,0,0,1.0,0
28,2,3,142.0,1,0.8,1,0,0,0,0,0,1.0,0
35,2,10,64.0,3,2.3,1,0,0,0,0,1,1.0,1
60,2,35,44.0,2,1.6,3,170,0,0,0,0,1.0,0
50,2,24,95.0,1,0.3,1,262,0,0,0,0,1.0,0
52,2,26,49.0,1,1.4,3,0,0,0,0,0,1.0,0
51,2,27,12.0,2,0.2,1,0,0,0,0,0,0.0,0
51,2,26,98.0,1,1.3,3,0,0,0,0,0,1.0,1
59,2,35,42.0,4,0.4,1,0,0,0,0,0,1.0,0
53,2,28,44.0,2,0.6,3,0,0,0,0,0,1.0,1
43,2,17,124.0,1,5.2,1,0,0,0,0,0,0.0,0
31,2,6,175.0,2,6.7,1,0,0,0,0,0,1.0,0
32,2,6,22.0,4,0.3,1,0,0,0,0,0,0.0,0
41,2,17,78.0,4,2.66666666666667,1,99,0,0,0,0,1.0,0
